TileId,x,y,grid_row,grid_col,person_count
744,6150,4684.309068,19,25,34
745,6400,4650,19,26,36
746,6600,4750,20,27,24
747,7000,4600,19,29,21
748,7200,4744.577064,19,29,18
749,7500,4550,19,31,27
750,7700,4750,20,31,41
751,7800,4750,20,32,51
752,8050,4550,19,33,23
753,8350,4750,20,34,4
754,8700,4750,20,35,3
757,9450,4750,20,38,1
761,500,4850,20,3,20
762,550,4900,20,3,21
763,950,4932.760024,20,4,12
765,1450,4996.796142,20,6,4
766,1550,4934.470848,20,7,8
767,2000,4817.239976,20,9,10
768,2200,5000,21,9,13
769,2300,4900,20,10,11
770,2600,5000,21,11,17
771,2800,4986.84533,20,12,67
772,3200,4994.062487,20,13,139
773,3305.937513,4900,20,14,82
774,3650,5000,21,15,34
775,3850,5000,21,16,34
776,4150,4950,20,17,34
777,4394.062487,4800,20,18,38
778,4565.506592,4950,20,19,25
779,4950,5000,21,20,25
780,5200,4800,20,21,20
781,5350,4800,20,22,18
782,5650,4800,20,23,26
783,5850,4900,20,24,24
784,6234.309068,5000,21,25,20
785,6500,4850,20,27,15
786,6550,4950,20,27,17
787,6850,4982.156937,20,28,15
788,7250,4994.577064,20,30,15
789,7400,5000,21,30,11
790,7650,5000,21,31,33
791,8000,4950,20,33,61
792,8081.349563,5000,21,33,31
793,8274.96446,5000,21,34,7
794,8750,5000,21,36,13
795,8800,5000,21,36,2
797,9500,5000,21,39,6
798,9550,5000,21,39,8
799,9800,5000,21,40,1
802,550,5100,21,3,15
803,950,5232.760024,21,4,13
805,1450,5146.796142,21,6,7
806,1550,5134.470848,21,7,9
807,2000,5199.822237,21,9,11
808,2150,5250,22,9,16
809,2300,5225.097225,21,10,13
810,2650,5236.84533,21,11,23
811,2763.15467,5150,21,12,137
812,3200,5194.062487,21,13,148
813,3300,5100,21,14,111
814,3650,5250,22,15,88
815,3800,5100,21,16,69
816,4050,5250,22,17,53
817,4300,5200,21,18,37
818,4550,5234.493408,21,19,22
819,4900,5100,21,20,15
820,5136.146587,5050,21,21,9
821,5400,5050,21,22,10
822,5700,5250,22,23,23
823,5850,5050,21,24,26
824,6050,5200,21,25,16
825,6350,5184.309068,21,26,10
826,6550,5250,22,27,15
827,7000,5232.156937,21,29,10
828,7250,5094.577064,21,30,16
829,7300,5244.577064,21,30,14
830,7600,5239.452474,21,31,31
831,8000,5050,21,33,50
832,8200,5050,21,33,66
833,8500,5250,22,35,36
834,8750,5150,21,36,22
835,8754.965946,5216.723898,21,36,13
837,9500,5250,22,39,9
838,9550,5050,21,39,11
839,9800,5050,21,40,1
842,650,5300,22,3,2
843,800,5482.760024,22,4,8
845,1400,5484.470848,22,6,9
846,1600,5317.239976,22,7,13
847,2000,5500,23,9,17
848,2050,5350,22,9,27
849,2274.902775,5300,22,10,24
850,2613.15467,5500,23,11,37
851,2950,5496.961607,22,12,128
852,3200,5494.062487,22,13,104
853,3300,5400,22,14,51
854,3600,5500,23,15,39
855,3950,5450,22,16,47
856,4050,5291.585174,22,17,57
857,4350,5300,22,18,48
858,4550,5434.493408,22,19,45
859,4800,5450,22,20,44
860,5250,5300,22,22,31
861,5400,5350,22,22,32
862,5561.362624,5372.334635,22,23,41
863,5950,5400,22,24,20
864,6100,5450,22,25,17
865,6450,5484.309068,22,26,9
866,6650,5450,22,27,14
867,6800,5450,22,28,9
868,7200,5500,23,29,18
869,7300,5444.577064,22,30,13
870,7750,5500,23,32,29
871,8000,5500,23,33,32
872,8250,5500,23,34,44
873,8274.96446,5450,22,34,47
874,8524.96446,5300,22,35,27
875,8950,5500,23,36,12
876,9032.502204,5425.048056,22,37,5
877,9400,5500,23,38,8
878,9550,5400,22,39,3
882,750,5732.760024,23,4,3
884,1232.760024,5650,23,5,9
885,1500,5750,24,7,15
886,1750,5750,24,8,22
887,1932.628801,5731.584179,23,8,25
888,2150,5750,24,9,30
889,2498.730618,5719.892955,23,10,30
890,2513.15467,5600,23,11,41
891,2950,5646.961607,23,12,117
892,3155.937513,5750,24,13,99
893,3450,5732.904134,23,14,44
894,3600,5650,23,15,27
895,3900,5700,23,16,24
896,4150,5567.095866,23,17,20
897,4300,5650,23,18,20
898,4550,5734.493408,23,19,26
899,4850,5550,23,20,35
900,5150,5700,23,21,36
901,5400,5650,23,22,46
902,5550,5505.22112,23,23,45
903,5755.22112,5700,23,24,38
904,6200,5650,23,25,28
905,6450,5684.309068,23,26,26
906,6700,5700,23,27,21
907,6950,5750,24,28,12
908,7250,5689.409974,23,30,18
909,7300,5744.577064,23,30,21
910,7600,5739.452474,23,31,31
911,8000,5650,23,33,28
912,8150,5750,24,33,27
913,8274.96446,5750,24,34,32
914,8550,5750,24,35,28
915,8900,5750,24,36,29
916,9250,5750,24,38,11
917,9300,5750,24,38,12
918,9650,5750,24,39,10
919,9850,5750,24,40,3
922,750,5932.760024,24,4,4
923,932.760024,5850,24,4,4
924,1200,5984.470848,24,5,12
925,1500,5900,24,7,16
926,1750,5800,24,8,41
927,2000,5900,24,9,48
928,2050,6000,25,9,33
929,2300,5900,24,10,27
930,2550,5990.692789,24,11,44
931,3000,6000,25,13,124
932,3100,5994.062487,24,13,91
933,3400,5982.904134,24,14,37
934,3600,5950,24,15,21
935,3850,5950,24,16,21
936,4150,5767.095866,24,17,17
937,4500,5984.493408,24,19,13
938,4750,5800,24,20,14
939,4800,5900,24,20,17
940,5050,5853.038393,24,21,23
941,5450,5850,24,22,21
942,5550,5755.22112,24,23,24
943,5800,5755.22112,24,24,36
944,6100,5850,24,25,25
945,6500,5834.309068,24,27,27
946,6600,5934.309068,24,27,30
947,6850,6000,25,28,29
948,7227.96619,6000,25,29,29
949,7427.96619,5900,24,30,30
950,7727.96619,5900,24,31,46
951,8000,6000,25,33,32
952,8071.029306,5785.477392,24,33,31
953,8400,6000,25,34,29
954,8638.999891,5835.084386,24,35,30
955,8800,5800,24,36,35
956,9046.284793,5981.969676,24,37,20
957,9300,6000,25,38,11
958,9550,5900,24,39,18
959,9800,5850,24,40,13
962,725.668881,6146.887393,25,3,14
963,900,6017.239976,25,4,6
964,1076.578136,6199.727803,25,5,16
965,1500,6150,25,7,33
966,1750,6250,26,8,42
967,1800,6250,26,8,42
968,2050,6150,25,9,25
969,2393.320697,6034.517173,25,10,30
970,2509.307211,6050,25,11,49
971,2900,6200,25,12,127
972,3100,6194.062487,25,13,84
973,3300,6182.904134,25,14,33
974,3550,6050,25,15,24
975,3800,6200,25,16,21
976,4050,6067.095866,25,17,18
977,4465.506592,6250,26,18,15
978,4696.961607,6250,26,19,14
979,5000,6150,25,21,21
980,5100,6200,25,21,10
981,5300.888032,6100,25,22,6
982,5700,6100,25,23,13
983,5977.96619,6250,26,24,24
984,6250,6222.03381,25,26,31
985,6477.96619,6150,25,26,28
986,6700,6234.309068,25,27,45
987,6927.96619,6100,25,28,35
988,7192.217528,6200,25,29,35
989,7462.395073,6139.034966,25,30,48
990,7739.452474,6200,25,31,58
991,8000,6150,25,33,42
992,8250,6100,25,34,36
993,8450,6250,26,34,30
994,8670.861278,6227.619411,25,35,17
995,9000,6250,26,37,30
996,9200,6050,25,37,42
997,9350,6250,26,38,27
998,9750,6250,26,40,40
999,9950,6050,25,40,23
1002,650,6500,27,3,12
1003,1000,6350,26,5,9
1004,1153.731385,6449.866222,26,5,30
1005,1500,6300,26,7,47
1006,1750,6450,26,8,60
1007,1850,6500,27,8,48
1008,2067.907188,6291.291753,26,9,33
1009,2400,6440.692789,26,10,39
1010,2750,6500,27,12,59
1011,2900,6500,27,12,140
1012,3050,6444.062487,26,13,75
1013,3300,6482.904134,26,14,32
1014,3677.353885,6424.582094,26,15,29
1015,3800,6300,26,16,16
1016,4050,6436.70493,26,17,22
1017,4400,6484.493408,26,18,26
1018,4550,6363.29507,26,19,19
1019,4763.29507,6350,26,20,12
1020,5200,6472.03381,26,21,8
